SHA SHB XAB XBA DIAp DIBp
0.1918064971641614 0.19140944544299435 0 0 0.5050208309528945 0.4949791690471054
0.182677500290405 0.18240402773840936 0 0 0.4968809200867544 0.5031190799132457
0.17278672872523854 0.17398203087760328 0 0 0.48489626823709614 0.5151037317629038
0.163519763179525 0.16614690442244764 0 0 0.4826126742302315 0.5173873257697684
0.15406721422980038 0.15878967242998007 0 0 0.4732414812873827 0.5267585187126173
0.144150231617257 0.15218265759139507 0 0 0.4671185251238408 0.5328814748761592
0.13510317378792244 0.14575215552003554 0 0 0.46664609968996423 0.5333539003100358
0.12738274267532484 0.14053833781631586 0 1 0.4663044375030543 0.5336955624969457
0.13589700130017965 0.13530969893003025 0 0 0.46224770568716106 0.5377522943128391
0.1323412911167994 0.13052354828968027 0 0 0.45937396320450236 0.5406260367954976
0.12342142674163395 0.12766015401543548 0 0 0.45399070487942 0.5460092951205799
0.11462753171365028 0.12518463808035474 0 0 0.44779992896545384 0.5522000710345462
0.10726783926150485 0.1223802727198347 0 0 0.44862733222563184 0.5513726677743682
0.09989731764821186 0.11959245281243024 0 0 0.4495470376617697 0.5504529623382304
0.09314219945117064 0.11671799285200277 0 0 0.45558058005087965 0.5444194199491204
0.08657742839220395 0.1133156431012863 0 0 0.4509130538158555 0.5490869461841446
0.07848081779111657 0.11139346502351112 0 0 0.4417538082400158 0.5582461917599842
0.07220947188576025 0.10897926243898605 0 0 0.449284415259389 0.550715584740611
0.06815222808251863 0.10352266973035218 0 0 0.44619142087920033 0.5538085791207997
0.06290465566978556 0.09913661114877702 0 0 0.44909407159376824 0.5509059284062316
0.056775159411828036 0.09574533895764131 0 0 0.44770271719672566 0.5522972828032744
0.051583799584228915 0.09179492619689691 0 0 0.45399251792748163 0.5460074820725184
0.04664536442826033 0.08886364299068938 0 0 0.45407687631920635 0.5459231236807938
0.04262643096769815 0.08639419068380831 0 0 0.46694602012839986 0.5330539798716001
0.03887521602849131 0.08296518104086364 0 0 0.4671380117241042 0.5328619882758959
0.034628885509301266 0.07993357444024039 0 0 0.46279281281872336 0.5372071871812766
0.030544406665968138 0.07819252647174611 0 0 0.4570378922427764 0.5429621077572235
0.027028808730987453 0.0772294636882822 0 0 0.4462608205548828 0.5537391794451172
0.023280543596777968 0.07524183137925497 0 0 0.4497323342473177 0.5502676657526824
0.01978730164193449 0.07389018498189706 0 0 0.4440234842794971 0.5559765157205029
0.014908967731429724 0.07344349615722501 0 0 0.44233990115887495 0.5576600988411249
0.014001788297035299 0.07279526821211735 0 0 0.43803655113683043 0.5619634488631695
0.011738018928216973 0.07191324813110814 0 0 0.4384656233534379 0.5615343766465621
0.009097421403800375 0.07073782224934039 0 0 0.4370295263295548 0.5629704736704453
0.004357532691394004 0.07035209870170893 0 0 0.43352016215817685 0.5664798378418232
0.0009984401538262562 0.07019289217164125 0 0 0.4422336208437215 0.5577663791562785
-0.0023461045064854325 0.06900744768671639 0 0 0.43878716335468265 0.5612128366453173
-0.00634513629288984 0.06826533346211341 0 0 0.42964331160247676 0.5703566883975233
-0.010051681273060305 0.06917307797829754 0 0 0.4261075126991363 0.5738924873008637
-0.012868094050613536 0.07056609736038116 0 0 0.42884904979367156 0.5711509502063284
-0.015225981348360127 0.0718974318418383 0 0 0.42047646331342614 0.5795235366865739
-0.016715590439484326 0.0710659245130416 0 0 0.42380373621661005 0.5761962637833901
-0.021034258085451073 0.0707036799717552 0 0 0.4320600464572629 0.5679399535427371
-0.023981139489248675 0.07123261433251356 0 1 0.4363226951433055 0.5636773048566945
-0.009686829240515999 0.07118653992391946 0 0 0.4434396344491928 0.5565603655508072
-0.007804786204265236 0.06930323359532048 0 0 0.4388134532951421 0.561186546704858
-0.008859371265768063 0.06858387570553506 0 0 0.4409160517022271 0.559083948297773
-0.011037396241303002 0.06788438421940277 0 0 0.4466934219675929 0.5533065780324071
-0.013273381064212332 0.06604121508061664 0 0 0.44296249754424755 0.5570375024557525
-0.015959315294371043 0.06558216951754624 0 0 0.4418896673985673 0.5581103326014327
