Period SHA SHB XAB XBA DIAp DIBp
0 0.19171657035939307 0.19165000000000001 0 0 0.4979827163820285 0.5020172836179714
1 0.18269721006002312 0.18287433955807642 0 0 0.5079496835780736 0.49205031642192654
2 0.17374928406915988 0.17402223750602602 0 0 0.5007684203541883 0.49923157964581166
3 0.16528246532415358 0.16541735855625633 0 0 0.4951831191076912 0.5048168808923088
4 0.15738739277431193 0.15717824749386897 0 0 0.4910230995431225 0.5089769004568775
5 0.15013838816607036 0.1493298148847659 0 0 0.4848915668462655 0.5151084331537346
6 0.14331844666570231 0.14186678246317244 0 0 0.48538613794305885 0.514613862056941
7 0.1371038746867996 0.1347745845864866 0 0 0.4780409804617059 0.521959019538294
8 0.13160887540134553 0.1280362319684983 0 0 0.46829548994122056 0.5317045100587794
9 0.12625579470149978 0.12163454465181427 0 0 0.4764091241791158 0.5235908758208841
10 0.12108431774471103 0.11555285843219804 0 0 0.4776883949965713 0.5223116050034287
11 0.11628098350532921 0.10977522904486971 0 0 0.4735076233024462 0.5264923766975537
12 0.11175439460577483 0.10428647205893914 0 0 0.47349486872968644 0.5265051312703135
13 0.10786345317266084 0.09907214992987544 0 0 0.46145707860030977 0.5385429213996903
14 0.10403975746598101 0.09411854291976314 1 0 0.4694078753368015 0.5305921246631986
15 0.10021335457080029 0.10591261593428088 1 0 0.4740103762432197 0.5259896237567803
16 0.0965337986061007 0.10606198519053377 1 0 0.47341912966480665 0.5265808703351933
17 0.09291502251747517 0.10255573594848616 1 1 0.47670766789054014 0.5232923321094598
18 0.10591825766735369 0.09802090965682994 1 1 0.4772613724849086 0.5227386275150914
19 0.1075653234845671 0.09331554114089192 1 1 0.46609656880052 0.53390343119948
20 0.10540200704772403 0.08871433748292547 1 1 0.47200706769110545 0.5279929323088945
21 0.10239180536202719 0.08429992983047498 1 1 0.4636677195953873 0.5363322804046127
22 0.09911147042469465 0.08009196538211083 1 1 0.466863976643596 0.5331360233564039
23 0.09581105091641103 0.07608968768724796 1 1 0.4682363710970482 0.5317636289029518
