SHA SHB XAB XBA DIAp DIBp
0.1922700279902711 0.1922700279902711 0 0 0.518788726977912 0.481211273022088
0.18474440384463597 0.18474440384463597 0 0 0.5405687277905747 0.4594312722094253
0.17789649128556678 0.17789649128556678 0 0 0.5515244890722043 0.44847551092779564
0.1717273081922389 0.1717273081922389 0 0 0.5587021197577813 0.44129788024221867
0.16709208507043907 0.16709208507043907 0 0 0.5924751697696506 0.40752483023034924
0.1637969925195732 0.1637969925195732 0 0 0.6138071135660026 0.3861928864339974
0.16124881592708692 0.16124881592708692 0 0 0.6203646718671474 0.37963532813285256
0.1588451974352105 0.1588451974352105 0 0 0.6150627334371341 0.3849372665628658
0.1573197581748369 0.1573197581748369 1 0 0.6378608863911884 0.36213911360881157
0.1560974477441927 0.17259744774419272 0 1 0.6371553538284834 0.3628446461715165
0.17204934885032616 0.17666934885032617 0 1 0.6534654522900262 0.34653454770997383
0.19337971723975203 0.17762056723975203 1 1 0.6694878963375435 0.33051210366245654
0.21632332959809106 0.19470324759809104 1 1 0.6889321938116876 0.31106780618831226
0.23932888129403276 0.21659566985903272 1 0 0.6987745685799529 0.30122543142004715
0.24503954315725734 0.23921892822745733 0 0 0.6974526948453625 0.3025473051546374
0.24564607798679244 0.24532255266152095 1 0 0.7128808191267371 0.2871191808732629
0.24549820443682524 0.26340885480097004 0 0 0.7391248907130628 0.2608751092869373
0.24561894570613274 0.2686460033617107 0 0 0.7542814992683595 0.24571850073164045
0.24659743715461618 0.27045708206459657 0 0 0.777844658839727 0.2221553411602729
0.24841403642724122 0.2717353993369924 0 0 0.7960865560062156 0.2039134439937845
0.2508393445786595 0.2732106904238621 0 0 0.8084143787806926 0.19158562121930733
0.2540625171649978 0.2753865925746502 0 0 0.8292714098258724 0.1707285901741275
0.257571303060832 0.27785270266271606 0 1 0.8336186550013506 0.16638134499864934
0.2778728190412741 0.28064791289075963 1 0 0.8433378865041188 0.15666211349588127
0.28646444092855566 0.3001583422807065 0 0 0.849570789857444 0.15042921014255597
0.2916483552401016 0.3083065570490409 1 0 0.866272715787567 0.1337272842124329
0.2960761920628141 0.3296056523043572 0 1 0.8809969571692807 0.1190030428307193
0.3166784608201278 0.3378738236622004 1 1 0.8828089196211384 0.11719108037886164
0.3419171187101056 0.35853569736223484 1 0 0.8905628809707338 0.10943711902926621
0.3513041899167653 0.3824312243405009 1 1 0.8917871343921273 0.10821286560787263
0.3719219444942081 0.4065546241491472 1 1 0.8922302459505039 0.10776975404949612
0.3957499767081354 0.4303214813746163 1 1 0.9037500392259055 0.09624996077409455
0.4198901079411514 0.45328428884242356 1 1 0.906899010717344 0.09310098928265599
0.4435548500690451 0.47546123490973174 1 1 0.9140342303749023 0.08596576962509771
0.4666338574537703 0.49700495433730035 1 1 0.9248241880285908 0.07517581197140923
0.48894748449282405 0.5178198368561873 1 1 0.9306240135952635 0.0693759864047365
0.5102712727899466 0.5377065449420648 1 1 0.9305517257845084 0.06944827421549161
0.5309740329278851 0.5570396988166821 1 1 0.942783034704663 0.05721696529533703
0.5509913412217372 0.5757544357397083 1 1 0.9489279725361369 0.05107202746386303
0.5701966047520995 0.5937217794789648 1 1 0.9511529488232708 0.048847051176729224
0.588537191714568 0.6108861852335714 1 1 0.9521613062089435 0.04783869379105656
0.6061901810301642 0.6274217504576164 1 1 0.9581579159181944 0.041842084081805585
0.6232796301215002 0.6434496295204314 1 1 0.9655335759214254 0.03446642407857463
0.6397823911383914 0.658943893353517 1 1 0.9704571616917438 0.029542838308256318
0.6555757843005057 0.6737792123243015 1 1 0.9712875056501529 0.0287124943498471
0.6707186852590109 0.6880119421850277 1 1 0.9743473023105851 0.025652697689414927
0.6851741027316243 0.7016026969114658 1 1 0.9750664841908733 0.024933515809126828
0.6989909319808951 0.714598096484786 1 1 0.9769208579732108 0.023079142026789227
0.7121964567832896 0.7270232630728897 1 1 0.9784892440638814 0.02151075593611857
0.7247719871917672 0.7388574531704855 1 1 0.9786115056111225 0.02138849438887739
0.7367630639733271 0.7501442566542971 1 1 0.9796518051341363 0.020348194865863655
0.7481850766099025 0.7608972096572157 1 1 0.9801325063231117 0.019867493676888347
0.7591496153020281 0.771226141697105 1 1 0.9832708423330592 0.0167291576669408
0.7696585440622292 0.781131244137595 1 1 0.9849411512981125 0.015058848701887447
0.7797489330554064 0.790647998127018 1 1 0.9872545773617808 0.012745422638219232
0.7894239592072723 0.799778071025308 1 1 0.9888872260563921 0.011112773943607839
0.7986800374966041 0.8085164437237395 1 1 0.9899594007322874 0.010040599267712556
0.42906774084745736 0.44323488987317416 0.6666666666666666 0.631578947368421 57
