SHA SHB XAB XBA DIAp DIBp
0.7323816968144478 0.7307130005685398 1 1 0.901236661113284 0.098763338886716
0.7400683714145359 0.7384829132497975 1 1 0.900022114076046 0.099977885923954
0.7476698926095404 0.7461636424317676 1 1 0.9086072469776959 0.09139275302230399
0.7550583060324982 0.7536273469395945 1 1 0.9106750888104097 0.08932491118959028
0.7621013041739636 0.7607418859657785 1 1 0.9097328419835363 0.09026715801646372
0.7687589599292175 0.7674675102983659 1 0 0.9084869553858255 0.09151304461417445
0.7587694113439384 0.7740425334247143 0 0 0.91444549979023 0.08555450020976996
0.7437408832308162 0.7636953489534815 0 1 0.9097566863146903 0.09024331368530972
0.7443281032574055 0.7485816956100938 1 1 0.9155752478268315 0.08442475217316849
0.7499737495240688 0.7491626227314543 0 1 0.9211074014378988 0.07889259856210117
0.7571037463332398 0.7382320028361254 1 0 0.9237638579887366 0.07623614201126346
0.7479712460098211 0.7405697025829994 0 1 0.9240976114869621 0.07590238851303797
0.7505817573363767 0.7305240733363902 1 1 0.9251693005841322 0.07483069941586792
0.756937828935056 0.733584377279382 1 0 0.9297625808658415 0.0702374191341584
0.7475982853700506 0.7404939511847836 0 1 0.9250074320646346 0.0749925679353654
0.750107008012561 0.731834767349473 1 0 0.9236730942435243 0.07632690575647577
0.7398881431141758 0.7352268838325045 0 1 0.9279768279275343 0.07202317207246557
0.7428064313512062 0.7260683669185448 1 1 0.9366107629393603 0.06338923706063962
0.7497698495609059 0.7298064318719032 0 0 0.9373500090198802 0.06264999098011984
0.7413192392096957 0.7210134477674116 0 1 0.9388984242527061 0.06110157574729391
0.7447999997634742 0.708567118162853 1 1 0.9383097397699318 0.06169026023006814
0.7520081239835928 0.7119959011519538 1 1 0.9414456296541043 0.058554370345895744
0.76031578830994 0.7204591514672367 1 1 0.9466724102057669 0.0533275897942331
0.7687494847744307 0.7302768214734894 1 1 0.9484794729261776 0.05152052707382237
0.7770016095189436 0.7402516561439261 0 1 0.9503414740254069 0.04965852597459298
0.7850472035078139 0.7335684431326365 1 1 0.9541850545560618 0.04581494544393813
0.7927422687629412 0.7383705658657821 1 1 0.9536925108220675 0.046307489177932454
0.800132547736474 0.7466753594057286 1 1 0.9555982430184554 0.044401756981544506
0.8071723068194199 0.7557926346143251 1 1 0.9553741507246998 0.044625849275300146
0.8138998661755455 0.7648927142947131 1 1 0.9563899140022054 0.04361008599779457
0.8203908153883416 0.7737691882171731 1 1 0.9590152991373148 0.040984700862685214
0.8265997175544177 0.7822877768899631 1 0 0.9593055122234561 0.04069448777654398
0.8159477046297253 0.7903443006973848 1 1 0.9573511146762337 0.04264888532376634
0.8169055689911044 0.7980250053560152 0 1 0.9585308641929092 0.04146913580709074
0.8214489123611022 0.7888084580409765 1 0 0.957860286482039 0.04213971351796102
0.8105485495802592 0.7911878247500989 0 1 0.9604193223260503 0.039580677673949675
0.8117679815458907 0.7807190361926448 1 1 0.9633355184352841 0.03666448156471589
0.8167206553486756 0.7830475925307762 1 1 0.9625639170711145 0.03743608292888541
0.8227672239643262 0.7893995479256576 1 1 0.965274161595705 0.03472583840429497
0.8290570767978581 0.7969029566617738 1 1 0.968392593191829 0.031607406808171014
0.8353225620245113 0.804626054688446 1 1 0.9717281344263373 0.028271865573662555
0.8414391289092951 0.8122279161817939 1 1 0.9738073664863391 0.026192633513660815
0.8473866181847725 0.8196196209434274 1 1 0.9763077689563339 0.023692231043666
0.8531738876258295 0.8267898463469795 1 1 0.9790964624965068 0.020903537503493115
0.8587371883717916 0.8336705691700252 1 1 0.9797065761107886 0.020293423889211386
0.8640444214309815 0.8402305457936401 1 1 0.9797222450238124 0.020277754976187518
0.8691132061307395 0.8464898304346963 1 1 0.9803168258678766 0.01968317413212335
0.8739915787517099 0.852499307873081 1 1 0.9819576067568491 0.018042393243150958
0.8786520526548874 0.8582343742109522 1 1 0.982115817414718 0.01788418258528198
0.883089737802315 0.863692936314528 1 1 0.9821657679612181 0.017834232038781855
0.8873379935148661 0.8689110298026725 1 1 0.983046898036669 0.01695310196333111
0.891399479246052 0.8738938629608655 1 1 0.983499404486339 0.016500595513661013
0.8953047442013843 0.8786744084801182 1 1 0.9846627797984325 0.015337220201567404
0.8990729246044528 0.8832741055866382 1 1 0.9859572354641876 0.014042764535812435
0.9026952882588131 0.8876864101646273 1 1 0.9866661234014397 0.013333876598560392
0.9061882522067739 0.8919298180083012 1 1 0.9878074272420961 0.012192572757903947
0.9095406139485723 0.8959951014570544 1 1 0.9883219391830167 0.01167806081698331
0.9127792057597419 0.8999109688918202 1 1 0.9896132415876664 0.010386758412333543
0.9158808721916638 0.9036560471668147 1 1 0.989832463396105 0.010167536603895013
0.9188346834208448 0.9072210996471315 1 0 0.9898014551877065 0.010198544812293523
0.5878179255490795 0.5820244183754224 0.7099236641221374 0.7175572519083969 131
