SHA SHB XAB XBA
0.534756783245886 0.6665748583604965 1 0
0.5142108389806958 0.6883397634058643 0 0
0.4975406752661594 0.6228249437251288 0 1
0.5418851535108337 0.5934356105045936 0 0
0.5717531449532933 0.5910789538656476 0 0
0.5380569212878188 0.5797676384483823 1 0
0.5013527441572636 0.5740028980932051 1 0
0.48633184341622626 0.614898916608567 0 0
0.4655802404501605 0.6231827078509701 0 1
0.5180661733242824 0.619716455180608 0 0
0.5007329144891682 0.6099086862034109 1 0
0.45250627160436846 0.6463674655382111 1 0
0.41097694129469486 0.6662592120721607 1 0
0.44557004701954045 0.6870612836290599 1 0
0.41938368908945456 0.7069656405261111 1 1
0.4185901745821498 0.7302073582475219 1 0
0.4229265219061429 0.7410971830673505 0 0
0.4346530073443551 0.6822885250420704 1 1
0.44909565797207784 0.6840920593210527 1 1
0.4993407604650577 0.7154623989847837 1 0
0.508292343324499 0.719017530025937 0 0
0.4979240332206246 0.7148480098858205 0 0
0.4838943540250622 0.6521187898270714 1 1
0.5058815777413784 0.6415387572851565 1 1
0.5414375511453969 0.6431042801331871 0 0
0.563498270232999 0.5958165170990849 0 1
0.5956200562796725 0.5896022544464035 0 0
0.5900990968066091 0.5944239470194758 1 0
0.5624681953860525 0.6243585126563577 1 0
0.5510577809913002 0.656028893598531 1 0
0.5391078406775465 0.6745072316024477 0 0
0.5336743648303576 0.6308360201186716 0 1
0.5766966223916141 0.5846305802529872 0 1
0.6131957501478733 0.5754110893349849 0 0
0.6162394967139024 0.5544230494921544 1 1
0.6367478275038687 0.5523447227539336 0 1
0.6647630760812018 0.5258646371656623 0 1
0.6881758624395229 0.49334820767223964 0 1
0.7123677445190961 0.5148941889561454 0 0
0.6444595252231646 0.5216680554933519 1 1
0.6481056272138445 0.5452979994135093 0 0
0.6453104247766087 0.5257577838824364 1 1
0.6740936358065641 0.5663552392977065 0 0
0.6751074592788586 0.5150626419720394 0 1
0.6853865651906481 0.4924639162626493 0 0
0.6339465825241131 0.5002724414248659 1 0
0.6130956740404414 0.5475944202490859 1 0
0.5646028152174379 0.561059644132267 1 0
0.5246189864741666 0.5988731704318966 0 0
0.4950800213640282 0.565488397472693 0 0
0.4845660726150778 0.5372900387567884 1 1
0.5197056802310157 0.521701203818126 0 1
0.5385157440731625 0.507828434180429 0 1
0.5515713721712523 0.47468418406130025 0 1
0.5759954764157579 0.44926023200020593 0 1
0.5844931298974169 0.4249637206239115 0 1
0.5917638164934973 0.42353133257388287 1 1
0.6085894121736344 0.43320044024680515 0 0
0.5829989531250795 0.41560526612299364 1 1
0.5981068182034157 0.43466556091905206 0 1
0.6268063939718045 0.42057088770181417 0 1
0.6396460380908385 0.3880750486345165 1 1
0.6743108986594237 0.3623775674487708 0 1
0.7055884686005346 0.35245994317840673 0 1
0.7250953093446377 0.3329269066187783 0 1
0.7266956642747378 0.34242829750481557 1 0
0.7008379765774244 0.4063737503571512 0 0
0.6491290674563335 0.40220912971225325 0 0
0.5987002457072186 0.4040905605154921 1 0
0.557511115390469 0.4211585789882371 1 1
0.5792018446310934 0.46059861969719484 0 0
0.5306889690061534 0.47973337082465206 1 0
0.484964058303833 0.5089606177244411 1 0
0.4561770282100986 0.5544526130695079 1 0
0.4215891009488478 0.5930601475544617 1 0
0.40794812840432426 0.6208051083929899 1 1
0.4261444737871853 0.6454441964282451 0 0
0.4356071281487261 0.6507513099419999 0 0
0.4214998436464949 0.6195230817040954 1 0
0.4090518870813526 0.644727510062163 1 0
0.3824583212440905 0.6577306187414343 1 0
0.3599384835134826 0.6592575637899316 1 1
0.40610649835135515 0.6742475525531341 1 0
0.39437177335553325 0.6674888495081543 0 0
0.3879734434579555 0.6418498991986853 0 1
0.41148420072435604 0.6021407721543981 0 1
0.4212861938888237 0.5834946449222745 0 0
0.4199378376345748 0.5624195605733932 1 1
0.4220395465531704 0.5986631668734956 1 1
0.4522005237636679 0.6110816452353707 0 1
0.5024378037306225 0.5797501039057581 0 0
0.45738744061997383 0.5429559845311329 1 1
0.5001747249226492 0.5539548445647354 0 1
0.5270681349329023 0.5560151394595848 0 0
0.5173080962675745 0.5445213013766461 1 0
0.47650599995884 0.582645853133258 1 0
0.44630211756017585 0.5982669706009384 1 0
0.42876441798511034 0.6150759940853961 0 0
0.3871178325291629 0.5976559565878016 1 1
0.439585238526024 0.5932487399600459 0 1
0.4643080864856656 0.5529566708711756 0 0
0.4452100545079596 0.5188855627874369 0 1
0.471017185728932 0.4755899747259848 1 1
0.4846287755425895 0.5067941349115777 1 0
0.460345755776139 0.5230056374897739 1 0
0.4280736541426204 0.5141822687750277 1 1
0.47040554754697966 0.5255615540874213 0 0
0.46840043092220174 0.5039828975994431 1 1
0.46060539104325804 0.5236423609018682 1 0
0.4311494816821694 0.5480671213320167 1 0
0.4045134259315522 0.5546531722819718 1 0
0.37875568382248825 0.5607758175785406 1 1
0.37608339329688234 0.5916631407024002 0 0
0.3438425125698443 0.5438471187757079 1 1
0.3718435159307731 0.5827627678749034 1 0
0.3458918402415522 0.5795522466052785 1 0
0.31740424748719687 0.5650967397776255 1 0
0.2863486328544237 0.5738901909888179 1 1
0.34215002237676095 0.5793092793178994 1 0
0.3622256200994121 0.5782978901765407 0 0
0.34286166156326614 0.55431228747168 1 0
0.3150551346288042 0.5437090177161186 1 0
0.2850914229298598 0.581417277813659 1 0
0.2602571586184884 0.6094828485770476 1 0
0.2377400816828066 0.6438296099012486 1 0
0.2179194273290353 0.644272712943145 1 1
0.2835637212177595 0.5909756765181238 0 1
0.3264655857805837 0.5337950756039649 1 1
0.33453891519532214 0.4866935237709316 1 1
0.3843787855008815 0.47410681136200306 0 1
0.372935975144306 0.4482332911854965 1 1
0.3758011041278715 0.49084186055788476 0 0
0.3414360475341 0.45691492040026915 1 1
0.32348994322248786 0.45503293238758197 1 1
0.30981849927915667 0.4844373872515277 1 0
0.2813133372463397 0.47450588137661126 1 1
0.3163196788567472 0.46030183228449717 0 1
0.33201680845120457 0.44394119596778847 0 0
0.33032718938434563 0.42678627188207957 0 1
0.3769681742640596 0.4027011901162898 0 1
0.3724149507885139 0.36668218510905126 1 1
0.4151121522433622 0.3672949604040143 0 1
0.4402000938918445 0.3513429430489112 0 0
0.4276370239819085 0.31827524569962184 1 1
0.42037018956092803 0.3111569819870379 1 1
0.4503190474577604 0.34204792298209735 0 0
0.42984606764686917 0.36144366216414026 1 0
0.3967448274800729 0.40889178770064694 1 0
0.35801677607050847 0.4595508763926912 1 0
0.3282755675145652 0.45071849516405277 1 1
0.3358542314156092 0.47906858692603815 1 1
0.3320401583528556 0.4880777529200832 1 0
0.3000212933270576 0.5000133890663534 1 0
0.2802569310575693 0.532956043614336 1 0
0.2761387110050622 0.532255184884009 1 0
0.2741144211482499 0.537093372410832 0 0
0.27179168432133527 0.5092852248582416 1 1
0.2942167176414424 0.5031518072018599 1 0
0.31099074351860406 0.5355115417251337 1 0
0.31762917620184566 0.5336528527653466 0 1
0.35989436628085897 0.49177148633301276 1 1
0.3908988015356313 0.5340683381351925 1 0
0.4004810545978747 0.5328481575119541 0 1
0.42871917606939136 0.5027488866663246 0 1
0.4682521869670333 0.48777774323923956 0 0
0.4688892747037531 0.45499731782982705 1 1
0.4694912906697265 0.49331318675819863 1 0
0.45855426379823894 0.4918924457899703 0 1
0.492649327590994 0.47128391771350636 0 1
0.5121110412092107 0.4551422853379264 0 1
0.5080944821048919 0.43830997963427165 1 1
0.5167718362795592 0.44172746232785987 0 1
0.5357098885788238 0.4172485819131436 0 1
0.5595761024849616 0.3950925721750538 0 1
0.5562172491103945 0.38372844729251865 1 1
0.5949963913771373 0.4126910448610155 0 0
0.5706487059233032 0.3814727197661353 0 1
0.5731245989645142 0.3622767406399817 0 1
0.5760615664130653 0.338798591846958 0 0
0.5399108597043033 0.3135913138257768 1 1
0.5574036087328711 0.3028122374916626 1 1
0.5708300105434793 0.3190587808466028 0 0
0.5329835430080903 0.32067291579658724 1 0
0.5056542829303838 0.3508537946676872 0 1
0.507363170023636 0.3205721099974192 1 1
0.5470939946647732 0.3474863663720336 0 1
0.5483874361678471 0.35458059709199513 1 0
0.5256192656174375 0.4121185371564272 1 0
0.48210570897313937 0.4376773209440961 1 0
0.44580343586076876 0.4792057841996584 1 0
0.42810157112697156 0.5161322259630321 1 0
0.4002007168063759 0.5115423989308178 1 0
0.37616688053332503 0.5413711659331536 0 0
0.3623704144850248 0.5377997468013451 1 1
0.3756848517394828 0.5482315255007595 0 0
0.34911151205611507 0.49756807486802895 1 1
0.39026538745299594 0.4765026738582294 0 1
0.39918628918840016 0.4443307859851336 0 1
0.41082073983862505 0.40410205560748463 0 0
0.3742373329392354 0.3702346891456151 1 1
0.37214815339494406 0.42132732787744703 0 0
0.35675670536999293 0.4204234581339426 1 0
0.3408712987388084 0.4323058011481265 1 0
0.3165127333292778 0.44505382076285316 1 1
0.36121447064543066 0.47946007457498774 0 0
0.3395408613213781 0.4605687544433741 1 1
0.35300796264542317 0.47700143975449566 1 0
0.3376965677497589 0.476413496277974 1 0
0.3248647160974164 0.5141856942076525 1 0
0.3073503149896844 0.4895561146010497 1 1
0.33751122559707675 0.5378592569123839 0 0
0.3486906649882642 0.4997839826187165 0 1
0.38378334882147247 0.4512121694400136 0 1
0.39848760746765377 0.41519926061951795 1 1
0.43682473212779627 0.4111458474430043 0 0
0.4002792750462268 0.37627800887735274 1 1
0.41719295846967563 0.35001171655326896 0 1
0.4375238815525084 0.31914131164848525 0 1
0.42491656148428836 0.2928620873206849 1 1
0.42603053608916314 0.2910749377264126 1 1
0.45205003696972895 0.27708141963758187 0 0
0.4401492246107275 0.2555434209809828 1 1
0.4386392410560467 0.2936058200546166 1 0
0.4071215243248413 0.3459521066574259 1 0
0.37439902442649853 0.3633683151600039 1 0
0.34789146094452633 0.39860402753417407 1 0
0.3168037555619718 0.3992108377276348 1 0
0.28744333836998515 0.4223229003322361 1 1
0.3514525834081985 0.4469449397074812 0 0
0.3454917604382024 0.41970635643412596 1 1
0.38064270763424146 0.46258105747810985 1 0
0.34513895213879575 0.4295257695233515 1 1
0.34617244196235625 0.40470170607936384 0 0
0.31816494833267184 0.36690170735173566 0 1
0.3015614438165516 0.3314922779584996 1 1
0.3061513718729183 0.3688853991787754 1 1
0.3069614820284877 0.3910310355353571 1 0
0.2821879670784769 0.39059649180942013 1 1
0.3258972411747077 0.4207476714460061 0 0
0.29914084583326483 0.40929618038421045 1 1
0.3359477829946266 0.4045182876812767 0 1
0.3541954360293606 0.3667715136011537 0 1
0.3531247349611009 0.3396597201729187 1 1
0.38850368922413026 0.3273422329458198 0 0
0.3537363457967619 0.29900569169551716 1 1
0.387396100368982 0.36280489078963885 0 0
0.3686373930023187 0.34957504642070625 0 1
0.39284927091103694 0.31775670221526076 0 1
0.40810699558240976 0.2867734677637135 0 1
0.3988485377203299 0.26346619991085507 1 1
0.41996496109435516 0.24749799843452505 1 1
0.4473290416968872 0.24746450850690754 1 0
0.4094334554562912 0.2383883144251956 1 1
0.45320155843411436 0.23382553475768636 0 1
0.5014164606021071 0.2154458357062606 0 1
0.49412354297488154 0.2000013921752101 0 1
0.47186659586482 0.1862297605804808 1 1
0.4881331384898697 0.19121174509581113 0 1
0.4707139027053568 0.1816148035448236 0 1
0.45762723820778695 0.16676978695000377 1 1
0.471379100450313 0.17932910695353804 1 0
0.4495337648193496 0.21202193580381484 1 0
0.4092265867529575 0.2686635944049305 1 1
0.42554708136030994 0.29795852856675153 0 0
0.40017181621640985 0.28838594914745214 1 1
0.4565310399036812 0.3014853419694013 0 1
0.45792987739103547 0.2950020540297335 0 1
0.464991185942122 0.28445562526808693 1 1
0.4730582694310754 0.3286125178497264 1 0
0.44055981899693797 0.3775838929037325 1 0
0.40770189998250267 0.426449776496115 1 0
0.386174910984284 0.4386387854224778 1 1
0.3867859048354819 0.46857962487578864 1 0
0.35573815603729003 0.4769874780370649 1 1
0.4126931437863127 0.4839944944485376 0 1
0.45016875919051397 0.45363912551961055 0 1
0.500650879216221 0.41388091712805153 0 1
0.5342671393524301 0.38722761759091706 1 1
0.5280550305800175 0.43112302647608697 0 0
0.4965045943363547 0.41314767209935654 1 1
0.49608981015869297 0.4663285040819738 1 0
0.46218709279827946 0.48042998223897854 1 0
0.43618637261422866 0.4968258086784346 1 1
0.4285418062524104 0.47751797238578064 0 1
0.4531510302284957 0.44806844398184603 0 1
0.47285835295570694 0.4163014321639151 0 1
0.48519396085096816 0.38142289707885274 1 1
0.4793951595693585 0.43415425308833533 1 1
0.46268552595577733 0.4374543358608953 1 1
0.4763403658547489 0.47517620021353135 0 0
0.437154854580606 0.4632429717246828 1 0
0.40023404352541864 0.48546619876447855 0 0
0.3602659125862023 0.4436224300635182 1 1
0.4097898359691525 0.42662556846019517 0 1
0.42155829773021997 0.4032754158563073 0 1
0.4167365797752987 0.36506330992234765 1 1
0.46823430032948876 0.3441883277663954 0 0
0.48613830711878364 0.3214272078301107 0 1
0.4872838011508301 0.2966956027662124 1 1
0.4834797581182074 0.3564049880606734 1 0
0.4386923512204108 0.3981670800216114 1 0
0.4042324597879996 0.40891682914670546 1 0
0.3741048632937317 0.4201772994985901 1 0
0.3412316230605839 0.4465825057526934 1 1
0.3377712639768202 0.490888728177553 1 0
0.32642591380094593 0.5034657121627509 1 1
0.3268190999555588 0.49983869247535134 0 0
0.2961604535513611 0.450950647203227 1 1
0.32456291476590066 0.4643822555166979 0 0
0.3129076986294377 0.4679446164362373 1 1
0.3224911488212302 0.4826713657035553 1 1
0.349660869319237 0.49814379503058864 0 0
0.3153628780272562 0.4499935984962957 1 1
0.3548163823373911 0.46301829030751823 0 1
0.3849842307082077 0.4444579155553696 0 1
0.4258031865355492 0.42137893499209517 0 0
0.4550529454526742 0.39222196223967326 0 0
0.42786727221114207 0.3569611025631149 1 1
0.40450567554592287 0.4184678679239812 1 0
0.38959541064427 0.451519901895038 1 1
0.4272112764135356 0.4684737182877417 0 0
0.419255179391296 0.45791049869712175 1 0
0.3886478107535021 0.5070488653969771 1 0
0.3674103774843835 0.5089471288497003 1 1
0.3839092222140866 0.512160653475587 1 0
0.3809219397577061 0.5065297836508489 0 1
0.4146887757870963 0.47844637264836476 0 1
0.45042959982110164 0.45195886672870506 0 1
0.44983602601523515 0.4134078390265386 0 1
0.4342738357941232 0.391860048699076 1 1
0.436990886069341 0.3797009527233132 0 1
0.4623877825287669 0.34618311395354495 0 1
0.48948104389856034 0.33633169535136337 1 0
0.4891680888812944 0.38014522300742143 0 0
0.4408709161749394 0.3482218336885736 1 1
0.4821492848272332 0.37226673264503846 0 0
0.49172616456091295 0.3521669033456099 0 1
0.5047129398034711 0.3289171425688666 1 0
0.49555828907461025 0.3251182294268287 0 1
0.48635627934436465 0.3187036951623473 1 1
0.5213407086282403 0.32788167327218226 0 1
0.5546741123306154 0.3044966981389112 0 1
0.5884621119792219 0.2850550568423785 0 1
0.6223713064861074 0.2675491339074708 0 1
0.6082500642152994 0.2512390280837508 0 0
0.5535283395365995 0.2387076234046843 1 1
0.5648212687250637 0.2347197750772833 0 1
0.5830274327579413 0.2262170247268522 0 1
0.5551374039105147 0.20892009155532074 0 0
0.5126102690644502 0.1934646755397202 1 1
0.5204143584619506 0.22763889659922834 1 0
0.5053549626353354 0.25980605512523847 1 1
0.5217206799370366 0.27023393184439365 0 0
0.5050108427961022 0.24359347505471166 1 1
0.5076163225262466 0.28888823092387045 1 0
0.4779328325813241 0.30289286429067913 1 0
0.44164835976760225 0.36417969336400424 1 0
0.3979075873083363 0.39203637315669554 1 0
0.3582275171784609 0.3836189674244732 1 0
0.32693122716803213 0.3912742548732699 1 1
0.3334518420399802 0.4286845579856994 1 0
0.31695829000376197 0.44695284567252064 0 0
0.29223469376420114 0.4070965125425393 1 1
0.33570120830133665 0.46291257465750957 0 1
0.3657986210476047 0.4679348671051587 0 1
0.397397057114456 0.433318588925132 0 0
0.36142313369371354 0.39707838262629147 1 1
0.3677046595974228 0.4088843941437298 1 1
0.39688357107538835 0.41504270479095556 0 1
0.4160080450880443 0.3741968039391171 0 1
0.4512444015555684 0.3481020639070844 0 1
0.4859133354417351 0.3238501019975433 0 1
0.460908546812471 0.30153284769994876 0 1
0.46692236048604097 0.27820629683184345 1 1
0.4501164609108532 0.3327340820572673 1 0
0.41876924561889 0.3187087513461087 1 0
0.38087086820800337 0.3135060187245061 1 1
0.3973374357891387 0.3459790606229449 0 1
0.4199866678189642 0.31616762494923717 0 1
0.44940655366224763 0.2859977046451008 1 1
0.4516983738013757 0.3364441371277423 1 1
0.4501581819472034 0.33262399939572795 1 0
0.4372403542938676 0.3390941899491926 0 1
0.4294032624361142 0.31331960209448373 1 1
0.4701289219214997 0.36313412103966936 0 0
0.4416645431097355 0.3734851179701319 0 0
0.4100257022141962 0.3613479110047972 1 1
0.433935034576423 0.4095874603908003 0 0
0.42205256623836285 0.39533117678001717 1 0
0.4101694921543948 0.3681323262933083 1 0
0.3941890429914695 0.3766106047806961 1 1
0.38824129648400996 0.3842433595473511 1 0
0.35125939596475264 0.4357272839716513 1 1
0.3846958591258844 0.478153341950917 0 0
0.38268423704704346 0.43112683734267426 1 1
0.38703879751322934 0.43020567291018763 0 1
0.39591738677561944 0.407491196397934 0 1
0.43662448802961706 0.37245696896666763 0 1
0.44481360788847213 0.34732660677580796 1 1
0.4540860099711828 0.35179614825365335 1 1
0.4614395413033734 0.4078628760284301 1 0
0.43080357949813786 0.4290196260271397 1 0
0.3993593731017962 0.4358120291442401 1 0
0.3710373162681891 0.453767345710397 0 0
0.3436544876213358 0.4195912994549781 1 1
0.3435708178613227 0.409454387228967 1 1
